cpi_id,date,title,content,deception,subject,person,url,updated_link,source,speaker
245,2002-06-26,Defense Department News Briefing by Secretary Donald Rumsfeld and General Richard Myers,"<P>Myers: In Iraq, coalition aircraft flying in Operation Northern Watch dropped precision-guided munitions this morning on elements of an Iraqi integrated air defense system in the vicinity of Talafar, 40 miles west of Mosul. There have been nearly 10 separate instances over the last three days of Iraqi firing on coalition aircraft in the north, in Northern Watch, and that's a significant number. In the south, over the last seven days, coalition naval forces, including the 5th Fleet, had diverted 21 vessels trying to smuggle oil out of Iraq. Our maritime intercept operations are boarding and diverting vessels that may be violating U.S. sanctions. While this is an increase, most of these vessels were dhows, not tankers. The owners of the tankers have resorted to trying to put the oil on the dhows, believing that these smaller vessels will have a better chance of sneaking past our maritime interception operations. </P>  <P>[text omitted]<BR><BR>Question: General, those 10 separate instances in Iraq, anti-aircraft sites trying to hit U.S. forces, was that—the one that you hit the other day, was that the one that was doing all those 10? Or are they all separate? </P>  <P>Myers: Possibly part of it. This was really two days where we had these 10 firing incidents that were a high number. And the one that I talked about in here was part of the 10. The previous ones—I'd have to check on that to make sure. <BR><BR>Question: Regarding Iraq, you referred to it as a significant number, I believe. What do you make of that? What are the Iraqis up to? Is there an increased capability? What does it mean? What is the significance? </P>  <P>Myers: Well, it's—I think—the first point is that while we have coalition forces over there enforcing the U.N. sanctions, we have a country that is firing at our pilots and putting them at risk. I mean, that's the most significant thing that we—and one of the reasons I mention that is I think that's important for people to understand that we have Americans and other countries' aircrews at risk trying to do what the U.N. has said we ought to do. And the second point was that this—in two days 10 separate firing incidents is a little bit larger than normal. But we'll have to look at the trend over time. I don't know if we can read anything more into it than just what I've said. <BR><BR>Question: An increased capability? </P>  <P>Myers: No, it's not increased capability. We know they have pretty good capability, actually. </P>",False,Iraq,"Richard B. Myers, Donald Rumsfeld",http://www.defenselink.mil/transcripts/transcript.aspx?transcriptid=3521,,"SOURCE: Office of the Assistant Secretary of Defense (Public Affairs), news briefing with Donald Rumsfeld and Richard Myers, June 26, 2002.",
246,2002-06-28,Wayne Downing Resigns as Bush Aide; Anti-Terror Adviser Was Hawk on Iraq,"The top White House official for coordinating the federal government's counteroffensive against terrorism resigned yesterday in a surprise decision that removed one of the Bush administration's leading advocates of launching aggressive and unconventional attacks on terrorist networks. The departure of retired Army General Wayne A. Downing, who also has been an outspoken hawk in administration debates about how to deal with Saddam Hussein, raised questions among security experts about both the administration's plans to improve homeland security through a massive government reorganization and the direction of its policy on Iraq. Downing could not be reached for comment on his decision, which came 10 months after he joined the White House staff as deputy national security adviser for combating terrorism. A White House statement announcing Downing's resignation offered no reason for it.",False,Iraq,"George W. Bush, Saddam Hussein",,,"SOURCE: Thomas Ricks, ""Downing Resigns as Bush Aide; Anti-Terror Adviser Was Hawk on Iraq,"" <EM>The Washington Post</EM>, June 28, 2002, page A1.",
247,2002-07-01,United States&nbsp;Quietly Builds Up Base Near Iraq,"<P>If President Bush ordered airstrikes on Iraq, this vast, remote, and little-publicized base in the central Persian Gulf would be a critical hub for U.S. warplanes, bombs, and supplies. Qatar is spending millions of dollars to expand al-Udeid. Over the past months, the U.S. military quietly has moved munitions, equipment and communications gear to the base from Saudi Arabia, the control center for U.S. air operations in the gulf for more than a decade. About 3,300 U.S. troops are in Qatar, mostly at al-Udeid. The base is an isolated outpost amid a flat, seemingly endless stretch of scrubby desert about 20 miles from Doha, Qatar's capital. </P>  <P>Signs of an American military buildup are unmistakable: <BR><BR>—A tent city has sprouted with huge, air-conditioned warehouses and miles of security barriers that attest to the U.S. military's sharpened focus on protecting troops against terrorist attacks. <BR><BR>—Freshly paved runways and aircraft parking ramps stretch deep into the desert. Al-Udeid's main, 15,000-foot runway is the longest in the region and can handle the largest Air Force transport planes. <BR><BR>—New hangars for fighter aircraft are hardened to withstand aerial attack. Within view from the main runway are dozens of hardened bunkers. </P>",False,Iraq,George W. Bush,,,"SOURCE: Compiled from <EM>Times</EM> Wires, ""U.S. Quietly Builds Up Base Near Iraq,"" <EM>St. Petersburg Times</EM>, July 1, 2002, page A4.",
248,2002-07-05,U.S. Plan for Iraq Said To Include Attack on Three Sides,"An American military planning document calls for air, land, and sea-based forces to attack Iraq from three directions—the north, south and west—in a campaign to topple President Saddam Hussein, according to a person familiar with the document. The document envisions tens of thousands of marines and soldiers probably invading from Kuwait. Hundreds of warplanes based in as many as eight countries, possibly including Turkey and Qatar, would unleash a huge air assault against thousands of targets, including airfields, roadways, and fiber-optics communications sites. Special operations forces or covert CIA operatives would strike at depots or laboratories storing or manufacturing Iraq's suspected weapons of mass destruction and the missiles to launch them. None of the countries identified in the document as possible staging areas have been formally consulted about playing such a role, officials said, underscoring the preliminary nature of the planning. <BR><BR>Defense Secretary Donald H. Rumsfeld visited American bases in Kuwait and Qatar and the Fifth Fleet in Bahrain on his most recent trip to the Persian Gulf region in June. The existence of the document that outlined significant aspects of a ""concept"" for a war against Iraq as it stood about two months ago indicates an advanced state of planning in the military even though President Bush continues to state in public and to his allies that he has no fine-grain war plan on his desk for the invasion of Iraq. Yet the concept for such a plan is now highly evolved and is apparently working its way through military channels. Once a consensus is reached on the concept, the steps toward assembling a final war plan and, most importantly, the element of timing for ground deployments and commencement of an air war, represent the final sequencing that Mr. Bush will have to decide. Mr. Bush has received at least two briefings from General Tommy R. Franks, the head of the Central Command, on the broad outlines, or ""concept of operations,"" for a possible attack against Iraq. The most recent briefing was on June 19, according to the White House.",False,"WMD, Iraq","George W. Bush, Donald Rumsfeld, Gen. Tommy Franks, Saddam Hussein",,,"SOURCE: Eric Schmitt, ""U.S. Plan for Iraq Is Said To Include Attack on&nbsp;Three Sides,"" <EM>The New York Times</EM>, July 5, 2002, page 1.",
249,2002-07-05,Iraq Rejects U.N. Weapon Inspectors: Prospect of U.S. Military Invasion Increases Following Breakdown of Negotiation,"Talks between Iraq and the United Nations on the return of weapons inspectors collapsed yesterday, jeopardising hopes of averting a U.S. military campaign to overthrow the regime of Saddam Hussein. Naji Sabri, Iraq's foreign minister, told Kofi Annan, U.N. secretary-general, that Iraq was not ready to allow weapons inspectors back in, officials involved in the meetings said. After two days of talks in Vienna, Mr. Annan said the progress was ""not enough."" Most tellingly, Mr. Annan and Mr. Sabri did not appear together after the talks and no date or place was set for a further high-level meeting.",False,"Iraq, WMD","Kofi Annan, Saddam Hussein",,,"SOURCE: Carlos Hoyos, ""Iraq Rejects U.N Weapon Inspectors: Prospect of U.S. Military Invasion Increases Following Breakdown of Negotiations,"" <EM>Financial Times</EM>, July 6, 2002, page 1.",
250,2002-07-08,President Bush Urges Congress To Support Nation's Priorities,"<P>Question: Yes, Mr. President, thank you. We continue to see reports on the state of planning to get rid of Saddam Hussein in Iraq. I know it's unlikely that you'll share any details with us, though we'd be delighted to hear them, sir— <BR><BR>The President: Somebody else thinks they are, evidently. (Laughter.) <BR><BR>Question: But I wonder, Mr. President, regardless of when or how, is it your firm intention to get rid of Saddam Hussein in Iraq— <BR><BR>The President: Yes. <BR><BR>Question: —and how hard to you think it will be? <BR><BR>The President: It's the stated policy of this government to have a regime change. And it hasn't changed. And we'll use all tools at our disposal to do so. <BR><BR>I actually didn't read the whole story about somebody down there at level five flexing some ""know-how"" muscle, but there's all kind—listen, I recognize there's speculation out there. But people shouldn't speculate about the desire of the government to have a regime change. And there's ways, different ways to do it. <BR><BR>Question: How involved are you in the planning, sir? We know that you meet with General [Tommy] Franks, you meet with [Secretary of Defense Donald] Rumsfeld to talk about this. How involved are you? <BR><BR>The President: I'm involved. I mean, I'm involved in the military planning, diplomatic planning, financial planning, all aspects of—reviewing all the tools at my disposal. And—but in my remarks to American people, I remind them I'm a patient person and there's a—but I do firmly believe that the world will be safer and more peaceful if there's a regime change in that government. </P>  <P>[text omitted]<BR><BR>Question: On Iraq, can the American people expect that by the end of your first term you will have affected a regime change in Iraq, one way or another? And by the same token— <BR><BR>The President: That's hypothetical. <BR><BR>Question: But can the American people expect that? Should they expect that? <BR><BR>The President: That's a hypothetical question. They can expect me not to answer hypothetical questions. </P>",False,Iraq,"George W. Bush, Gen. Tommy Franks, Donald Rumsfeld, Saddam Hussein",http://georgewbush-whitehouse.archives.gov/news/releases/2002/07/20020708-5.html,,"SOURCE: Office of the White House Press Secretary, press conference by George W. Bush, July 8, 2002.",
251,2002-07-09,"Deputy Defense Secretary Paul Wolfowitz, Interview on Fox News","Wolfowitz: <SPAN class=HIGHLIGHTED>—What the president talked about in the State of the Union message was countries, and Iraq is one of them, that have weapons of mass destruction, that is chemical, biological, and possibly nuclear weapons, that are working on getting more of those weapons, that have as a matter of national policy been supporting terrorists, and are hostile to the United States. That's a deadly mixture that we can't continue living with indefinitely.</SPAN> <BR><BR>Van Susteren: Does he have a delivery system to get those deadly weapons here to the United States? <BR><BR>Wolfowitz: Well, one delivery system are terrorists, and we learned that on September 11th. You don't have to have a long-range missile necessarily to deliver a deadly weapon, especially if it's powdered anthrax, for example. That doesn't need a long-range missile.",True,"chemical, biological, nuclear, WMD, Iraq, FS","George W. Bush, Paul Wolfowitz, Saddam Hussein",http://www.defenselink.mil/transcripts/transcript.aspx?transcriptid=3545,,"SOURCE: Office of the Assistant Secretary of Defense (Public Affairs),&nbsp;Paul Wolfowitz, interview with Greta Van Susteren, Fox, July 9, 2002.",Paul Wolfowitz
252,2002-07-10,White House Press Briefing by Ari Fleischer,"<P>Question: Does the president see any contradiction between saying at his news conference, telling us that the war on terrorism didn't depend on the fate of bin Laden, depending on one man, at the same time he's planning to use 250,000 Americans to go after one man in Iraq, Saddam Hussein? <BR><BR>Mr. Fleischer: Well, one, I don't see a connection between the two, other— <BR><BR>Question: You don't? One man? <BR><BR>Mr. Fleischer: —than the United States is involved in a war against terror. And two, vis-a-vis Iraq, as you know, I'm not going to comment on anything that is or is not a potential military plan. But the president— <BR><BR>Question: There is no plan? Every day we read there is a plan.</P>  <P>Mr. Fleischer: The president has indicated that he's made no decisions, and he's dismissed some of the recent speculation by people who are not in a position to know what he knows.</P>",False,Iraq,"Ari Fleischer, Saddam Hussein, Osama bin Laden, George W. Bush",http://georgewbush-whitehouse.archives.gov/news/releases/2002/07/20020710-11.html,,"SOURCE: Office of the White House Press Secretary, press briefing by Ari Fleischer, July 10, 2002.",
253,2002-07-11,Planners Raise Bar for Iraqi Invasion,"<P>A full-scale U.S. invasion of Iraq will require significant provocation by Saddam Hussein's regime—such as invading a neighbor, fielding a nuclear weapon or attacking its minority population, top Bush administration officials have concluded. Senior officials at the Pentagon, State Department, and other agencies say President Bush's national security team has agreed that the most dramatic option for toppling Saddam—a large-scale invasion—would be politically difficult at home and abroad without justification beyond Iraq's current friction with Washington over the suspected development of weapons of mass destruction. That indicates the administration is raising the bar for an invasion, though by no means has ruled it out. The officials, who spoke on condition of anonymity, have firsthand knowledge of U.S. military planning sessions on Iraq. </P>  <P>[text omitted]<BR><BR>But even supporters of an invasion concede that, politically, the military option will require a stronger case against Iraq, according to State Department and Pentagon officials. That's one reason that senior officials—including [Defense Secretary Donald] Rumsfeld, [Deputy Defense Secretary Paul] Wolfowitz, and, to a lesser extent, Vice President Cheney—have been pressing the CIA to investigate a trickle of reports suggesting a connection between Saddam's regime and Al Qaeda, according to Pentagon and other officials. Establishing a direct link between Saddam's regime and Al Qaeda, a militant Islamic group believed responsible for the September 11 attacks on the United States, would be enough to justify an invasion, the officials say. The agency has not confirmed a link. </P>  <P>[text omitted]<BR><BR>One Pentagon intelligence official said a draft Iraq invasion plan, a document about&nbsp;five inches thick, describes military preparations, logistics, and tactics. The scope of the military operation, which could involve up to 300,000 U.S. troops, prompted the national security team to conclude that some sort of provocation by Iraq would have to precede an attack. ""The key problem right now is the lack of a spark, an offense"" by Iraq, the official said. The administration has decided, the official said, that ""there has to be a defining moment of some form, a defining event."" </P>",False,"Al Qaeda, Iraq","George W. Bush, Donald Rumsfeld, Osama bin Laden, Saddam Hussein, Paul Wolfowitz, Richard B. Cheney",,,"SOURCE: John Diamond, ""Planners Raise Bar for Iraqi Invasion,"" <EM>USA Today</EM>, July 11, 2002, page A1.",
254,2002-07-12,U.S. War Planners Waiting for Iraq To Cross the Line,"The Bush administration appears to be almost hoping that Iraq will take some step that would qualify as cause for an attack by U.S. forces. President Bush's national security team is tracking four key areas to look for evidence that Iraq has crossed a line that would represent justification for a major military action against Saddam Hussein's regime. Lesser tactics, such as covert operations or support for internal rebellion, could go forward at any time without further provocation, the officials have agreed. Iraq's current activities in each of these areas, which involve weapons of mass destruction and terrorism, represent a potentially serious threat to U.S. national security. But at the moment, senior Bush advisers believe that none quite rises to the level that would justify an invasion, according to U.S. officials familiar with military planning on Iraq. <BR><BR>—The CIA says Iraq is seeking to develop a nuclear weapon but is probably years from succeeding because of the difficulty of producing the necessary fissile material, especially under the international embargo on Iraq. The timetable could shorten if Iraq obtained plutonium or enriched uranium on the international black market. <BR><BR>—The CIA says Iraq is reconstituting its ability to develop chemical and biological weapons, though U.S. intelligence is less clear on whether Iraq has these weapons ready to use. <BR><BR>—Iraq continues to defy international weapons inspections, most recently in negotiations last week with top U.N. officials. Iraq says it will allow no further inspections, which it agreed to at the end of the 1991 Persian Gulf War, unless the United Nations lifts all sanctions on Iraq. <BR><BR>—Iraq is on the list of terrorist-sponsoring nations, and the CIA says Iraq actively supports a variety of terror groups. But the agency has yet to establish a clear link between Iraq and Al Qaeda, the militant Islamic group believed responsible for the September 11 terrorist attacks. Though the agency is pursuing leads pointing to some tenuous links between Iraq and Al Qaeda, it has no evidence tying Saddam's regime to the September 11 attacks. <BR><BR>The approach the Bush administration is taking on Iraq differs markedly from the one the elder President Bush adopted a dozen years ago. In the weeks before Iraq's invasion of Kuwait in August 1990, Secretary of State James Baker adopted no firm position on a simmering dispute between Iraq and Kuwait. Saddam took Washington's apparent neutral stance as a sign it could invade with impunity. The lesson from that episode was that giving Iraq a clear ""line in the sand"" could prevent war. This time, the younger Bush's administration says there is no point in trying to modify Iraqi behavior. The administration's policy is to oust the regime, by military force or other means. <BR><BR>So an offense by Iraq is not a crisis to be avoided but an opportunity to be exploited. The problem for the administration: The current dispute over U.N. inspections falls short of what officials say Bush needs to win domestic and international support for a full-scale military attack on Iraq.",False,"chemical, biological, nuclear, WMD, Al Qaeda, Iraq","George W. Bush, Saddam Hussein",,,"SOURCE: John Diamond, ""U.S. War Planners Waiting for Iraq To Cross the Line,"" <EM>USA Today</EM>, July 12, 2002, page A5.",
255,2002-07-14,British Prime Minister Tony Blair and President Bush Plan Iraq War Summit,"Tony Blair is preparing for a ""lightning visit"" to meet President Bush at a specially convened war summit, as America continues to press for a military invasion of Iraq. <BR><BR>In a move that will heighten speculation that the United States&nbsp;is in the final stages of planning an assault against Saddam Hussein, a date in the autumn for the summit at Camp David has been put forward. ""I am sure if things change, one of the people that the president will want to talk to is the prime minister,"" one Whitehall official said. ""We don't want people going around saying two and two equals five about any possible action against Iraq, but we are well aware that things can change rapidly."" For the first time, senior Downing Street officials did not deny that the government has seen American plans for an invasion force. ""We talk to them all the time,"" one said.",False,Iraq,"Tony Blair, George W. Bush, Saddam Hussein",,,"SOURCE: Kamal Ahmad, Jason Burke, and Nick Amman, ""PM and Bush Plan Iraq War Summit,"" <EM>The Observer</EM>, July 14, 2002, page 1.",
256,2002-07-14,British Troops Will Stay in Iraq for Five Years After Saddam is Ousted,"British troops will have to be stationed in Iraq for up to five years as part of an ""occupation force"" once Saddam Hussein has been removed from power, ministers have been told. The warning was issued to the Cabinet last week as speculation mounted that an invasion of Iraq was increasingly likely, probably early next year. <EM>The Sunday Telegraph</EM> has been told by senior defense officials that it will be necessary for a significant force to remain in Iraq to prevent the post-Saddam state from fragmenting into anarchy. The disclosure comes as intelligence reports indicate that Al Qaeda terrorist cells are regrouping in the Middle East and North Africa. Foreign Office officials believe that Al Qaeda units are becoming increasingly active in Tunisia, Morocco, and Yemen, where they are thought to have been plotting their next wave of attacks.",False,"Al Qaeda, Iraq",Saddam Hussein,,,"SOURCE: Sean Rayment and Christina Lamb, ""British Troops Will Stay in Iraq for Five Years After Saddam Is Ousted,"" <EM>The Sunday Telegraph</EM> (London), July 14, 2002.",
257,2002-07-15,"Secretary of State Colin Powell, Interview on ABC's <EM>Nightline</EM>","Ted Koppel: Let's start getting specific. If indeed—in fact, maybe I should begin with a question. We've had conflicting stories coming out of this building over the last week or two suggesting, first of all, that there is a plan already being formulated for an attack against Iraq; more recently, a story in <EM>USA Today</EM> saying no, we're only going to do it if indeed the Iraqis give us sufficient provocation. Is that story true? <BR><BR>Secretary Powell: Well, you haven't had any conflicting reports out of this department over the last week or two. <BR><BR>Koppel: I'm saying we're the ones making the conflicting reports. <BR><BR>Powell: What we have consistently said is that the president has no plan on his desk to invade Iraq at the moment, nor has one been presented to him, nor have his advisers come together to put a plan to him. He is in the most intense consultations with his friends and allies around the world. He has discussed this issue with his friends at the G-8 meeting in Canada recently. A steady stream of Arab leaders have been through the Oval Office in recent weeks, and the president has spoken to them. <BR><BR>He is aware of the feelings of our friends with respect to Iraq. He is working very hard within the United Nations. I spent a year on his behalf putting in place ""smart sanctions"" so that we're not hurting the Iraqi people; we're just constraining the ability of the Iraqi government to develop weapons of mass destruction. That was multilateral, not unilateral. He has called for the inspectors to go in as part of the U.N. regime. That is multilateral, not unilateral. <BR><BR><SPAN class=HIGHLIGHTED>But he also believes—and perhaps no one else agrees with him, but I think most people do; they just are a little reluctant to how to get to this end—that the Iraqi people would be better served with a different regime, not with a regime that gasses its own people, gasses its neighbors, and are developing the worst kinds of weapons that will be more of a threat to its neighbors and regional stability than it will be to the United States.</SPAN> <BR><BR>The United States could stand back and say we're going to ignore it. We can't ignore it, because we are concerned about our friends and allies and our interests around the world, and because we are the leader of a world that wants to be free.",True,"chemical, WMD, Iraq, FS","George W. Bush, Colin Powell, Saddam Hussein",http://www.state.gov/secretary/former/powell/remarks/2002/11866.htm,http://2001-2009.state.gov/secretary/former/powell/remarks/2002/11866.htm,"SOURCE: Colin Powell, interview on <EM>Nightline</EM>, ABC, July 15, 2002.",Colin Powell
258,2002-07-15,Remarks by President Bush at the Bob Riley for Governor and Alabama Republican Party Victory 2002 Luncheon,"<P>The other day I told the nation, we and our friends and allies have hauled in over 2,400 of these terrorist killers. And we're making progress. Sometimes you'll read about it, and sometimes you won't. Sometimes it will make a splashy headline, but a lot of times you'll never hear about the progress we're making. Sometimes you'll see like what happened in the Philippines, where as I've made it clear, that if we find out there's an Al Qaeda-type network in a country, we will go to the leadership and say, we want to help you, you get them, or we'll get them, or we'll get them together. We just want them got. (Laughter and applause.) </P>  <P>And the president of the Philippines, Gloria Arroyo, did just that, by knocking off the head of the group that had captured the Burnhams, American citizens. These are terrorists and kidnappers and killers and their leader no longer is around, thanks to the leadership of our coalition. We're making progress. It's just going to take a while. But that's okay, just so long as the enemy knows that we're going to chase them down, just keep them on the run. </P>  <P>But there's some bigger tasks. You've got to understand, this is bigger than just a terrorist network. I mean, bigger than an individual. I know there's sometimes a preoccupation about it, is so-and-so alive, or is such-and-such dead, you know. This is a struggle for freedom that really talks to the need for our country to not only view the current threats, but future threats—threats such as some of the world's worst regimes developing weapons of mass destruction, and teaming up with an Al Qaeda-type terrorist organization. <BR><BR>We cannot, and we will not, allow the United States and our friends and allies to be blackmailed by the world's worst leaders with the world's worst weapons. We owe it to our children and our grandchildren to eliminate this threat before it becomes a reality. (Applause.) </P>  <P>I believe that out of the evil done to America is going to come incredible good, starting with peace. I want you all to assure your children and your grandchildren that our nation is resolved and tough and strong because we love peace. We want them to grow up in a peaceful world. We not only want them to grow up in a peaceful world, we want youngsters all across the globe to be able to grow up in a peaceful world. </P>",False,"WMD, Al Qaeda, Iraq",George W. Bush,http://georgewbush-whitehouse.archives.gov/news/releases/2002/07/20020715-1.html,,"SOURCE: Office of the White House Press Secretary, remarks by&nbsp;the president&nbsp;at Bob Riley for Governor and Alabama Republican Party Victory 2002 luncheon, July 15, 2002.",
259,2002-07-15,"Defense Secretary&nbsp;Donald Rumsfeld, Interview with CNBC","<P>Brian Williams: Every major American newspaper and newscast has had details of various war plans in Iraq that are in front of this president, or near this president, that he will be looking at. Why telegraph U.S. options militarily on the ground in Iraq? <BR><BR>Rumsfeld: Well, first of all, we're not telegraphing U.S. options on the ground. The United States government is not. <SPAN class=HIGHLIGHTED>The president has properly pointed out the repressiveness of that regime, and the fact that that regime is developing weapons of mass destruction that pose a real threat to the people of Iraq, to the people that live in the region, as well as to the people across the globe. This is a very dangerous regime.</SPAN> The president said that. </P>  <P>We have always had war plans and contingency plans and operation plans in this building. We had them 25 years ago, when I was secretary of defense, and we have them today. I've recently issued contingency guidance that has required that we review all of those plans, and there are dozens of them, for a whole host of both combatant contingencies, as well as non-combatant contingencies, such as evacuations, and that type of thing. We're reviewing all of them, and updating them. And we're elevating the risks, so that they can be judged, and they can be brought up to an appropriate level of potential value. <BR><BR>Every once in a while, there are people in the United States government who decide that they want to break federal criminal law, and release classified information, and they ought to be imprisoned. And if we find out who they are, they will be imprisoned. It is putting peoples' lives at risk. It is making more difficult the task of finding terrorists across the globe. It is a serious violation of federal criminal law. Why people do it, I do not know. They obviously want to make themselves look important, and they have favorite reporters and press people that they think they can curry favor with. And they go to them, and hand them things that ought not to be given to the public, and those—they then appear in a public press. <BR><BR>It happens that the piece that you're referring to, that was on the front page of <EM>The New York Times</EM>, is not something that was at a high level. It was apparently something—we do—we don't know what it is. I've never seen it; General [Tommy] Franks has never seen it. Goodness knows, the president's never seen it. It was something that was done down at a lower level, either at somebody's request, or not at somebody's request, and it has no official blessing by anybody up at any reasonable level in the government of the United States. But nonetheless, it obviously goes out, and it represents what somebody who advises somebody at a lower level, thought was a good idea. So, they took that piece of paper, and gave it to a reporter. <BR><BR>I would dearly like to find them. I think that people who know who those people are would do the country a service if they'd let me know who those people are. And I'd like to see them behind bars. <BR><BR>Williams: You seem quite angered by this particular leak, even though the president, at some point, will have to let the American people in on American plans in Iraq. <BR><BR>Rumsfeld: Wrong, you do not let anybody in on war plans. <BR><BR>Williams: If you're committing a Desert Storm, Part Two? At some point—&nbsp;<BR><BR>Rumsfeld: If you have plans as to how one is going to conduct an operation, you do not let anybody know what those are, because the enemy knows what they are. The enemy is then able to take steps that will cause greater loss of life on the part of Americans, and coalition forces, and clearly, make more difficult the accomplishment of the task. <BR><BR>Williams: Let me come at it this way. Saddam Hussein is in power, despite an American war against him. It is widely said that, even with 2—, 300—, 400,000 American troops, and all the technology this country has to bring to bear in that region, it will take, as an assist, an uprising from within to help to topple that regime, a stated and sworn enemy of the United States. Do you think the dissension is there inside Iraq? <BR><BR>Rumsfeld: Well, you never know. I think that to go back to Desert Storm, it's instructive that hundreds of Iraqi military people surrendered to privates and corporals in the United States Army; that tens of thousands, 70—, 80,000 troops surrendered, within a matter of days. The regime of Saddam Hussein is so vicious, and killed so many of their own people, and used chemical weapons against their own people, and denies those people opportunities—the ability to travel, the ability to speak out. It is a—one of the most vicious regimes on the face of the earth. <BR><BR>Now, people that live in a regime like that don't like it. It is not the kind of thing that you can overthrow readily, but because it's so vicious, and there's so many people in prison, and so many people that have been shot and murdered by the Saddam Hussein regime. But any idea that the Iraqi people want to live like that would be just nonsensical, because people don't want to have to live like that. </P>",True,"chemical, WMD, Iraq, FS","Donald Rumsfeld, George W. Bush, Gen. Tommy Franks, Saddam Hussein",http://www.defenselink.mil/transcripts/transcript.aspx?transcriptid=3558,,"SOURCE: Office of the Assistant Secretary of Defense (Public Affairs), Donald Rumsfeld interview on CNBC, July 15, 2002.",Donald Rumsfeld
260,2002-07-17,"President Bush, Proclamation During Captive Nations Week","The United States is proud to stand on the side of brave people everywhere who seek the same freedoms upon which our nation was founded. Each year, during Captive Nations Week, we reaffirm our determination to work for freedom around the globe. Created against the backdrop of the Cold War, the importance and power of Captive Nations Week continues to resonate in today's world. <BR><BR>In too many corners of the earth, freedom and independence are the victims of dictators driven by hatred, fear, designs of ethnic superiority, religious intolerance, and xenophobia. These despots deny their citizens the liberty and justice that is the birthright of all people. <SPAN class=HIGHLIGHTED>Some governments, such as those in North Korea, Iraq, and Iran, starve their people, take away their voices, traffic in terror, and threaten the world with weapons of mass destruction.</SPAN> In many other places, from Burma to Belarus, Cuba and Zimbabwe, people are denied the most basic rights to speak in freedom, and their daily lives are haunted by the fear of the secret police.",True,"Axis of Evil, Iraq, FS","George W. Bush, Saddam Hussein",http://georgewbush-whitehouse.archives.gov/news/releases/2002/07/20020717-10.html,,"SOURCE: Office of the White House Press Secretary, proclamation by the president during Captive Nations Week, July 17, 2002.",George W. Bush
261,2002-07-19,"President Bush, Remarks to Troops of the 10th Mountain Division","<P>The President: We fight against a shadowy network that hides in many nations, and has revealed its intention to gain, and use, weapons of mass destruction. We're threatened by regimes that have sought these ultimate weapons, and hide their weapons programs from the eyes of the world.</P>  <P>The same regimes have shown their true nature by torturing and butchering their own people. These tyrants and terrorists have one thing in common: Whatever their plans and schemes, they will not be restrained by a hint of humanity or conscience.</P>  <P>The enemies of America no longer need great armies to attack our people. They require only great hatred, made more dangerous by advanced technologies. Such enemies—against such enemies, we cannot sit quietly and hope for the best. To ignore this mounting danger is to invite it. </P>  <P>America must act against these terrible threats before they're fully formed. <BR><BR>Audience: Hooah. (Applause.) <BR><BR>The President: We will use diplomacy when possible, and force when necessary. <BR><BR>Audience: Hooah. <BR><BR>The President: We will prepare deliberately, and act decisively. </P>  <P>Our commitment should be clear to all, to friend and enemy alike: America will not leave the safety of our people and the future of peace in the hands of a few evil and destructive men. <BR><BR>Audience: Hooah. (Applause.) <BR><BR>The President: In this war, we fight against the advance of terror and its agents. We also fight for the advance of freedom and human dignity. We do more than oppose an ideology of violence and hatred, we offer a vision of democracy and development that can overcome resentment and despair in every part of the Earth. </P>  <P>Seldom have the ideals of freedom been under greater threat. Seldom have the ideals of freedom had greater appeal. This nation, this generation, you all, have been entrusted with the ideals, and with their defense. This is a charge we bear. This is a charge we shall keep. <BR><BR>Audience: Hooah. (Applause.) <BR><BR>The President: Your duties will take you many places. In some places, you and your fellow soldiers may be the only representatives of justice and order. As members of our military, you will stand between American citizens and grave danger. You will stand between civilization and chaos. And you will stand for liberty, tolerance and truth, the ideals of America and the hope of the entire world. Soldiers of the 10th Mountain Division and men and women of the armed forces, I'm honored to serve with you. <BR><BR>Audience: Hooah. (Applause.) <BR><BR>The President: This is a decisive moment in the history of freedom. As your commander-in-chief, I leave you this message: Be proud, be strong, and be ready. </P>",False,WMD,George W. Bush,http://georgewbush-whitehouse.archives.gov/news/releases/2002/07/print/20020719.html,,"SOURCE: Office of the White House Press Secretary, remarks by the president to troops and families of the 10th Mountain Division, July 19, 2002.",
262,2002-07-22,Energy Department Report Says Iraq 'Might' be Reconstituting Nuclear Efforts,"On July 22, the DOE [Department of Energy] published an intelligence product [<EM>Daily Intelligence Highlight, Nuclear Reconstitution Efforts Underway?</EM>], which highlighted the intelligence on the Iraq–Niger uranium deal as one of three indications that Iraq might be reconstituting its nuclear program. The report added that there was ""no information indicating that any of the uranium shipments arrived in Iraq,"" and suggested that the ""amount of uranium specified far exceeds what Iraq would need even for a robust nuclear weapons program.""",False,"Iraq, WMD, nuclear",Saddam Hussein,,,"SOURCE: Senate Select Committee on Intelligence, <EM>Report of the Select Committee on Intelligence on the U.S. Intelligence Community's Prewar Intelligence Assessments on Iraq</EM> (U.S. Senate, 2004), page 48.",
